Type,Name,Statement,Where,Date,Link
1086,true,Steven King,"""We’ve had the private sector more than double the investment that was made by the public sector"" at Quonset Business Park.",TV interview,"January 5, 2014",https://www.politifact.com/factchecks/2014/jan/22/steven-king/steven-king-director-ris-quonset-business-park-say/
1087,true,Lloyd Doggett,"Travis County is ""surrounded by red counties.""",video,"November 22, 2013",https://www.politifact.com/factchecks/2014/jan/21/lloyd-doggett/historically-blue-travis-county-surrounded-red-cou/
1088,true,Nathan Deal,"""(M)ore Georgians have jobs than at any other time since October 2008.""",speech,"January 15, 2014",https://www.politifact.com/factchecks/2014/jan/21/nathan-deal/deal-says-more-working-georgia-financial-crisis/
1089,true,William Howell,"In Virginia, ""Medicaid has grown by 1,600 percent in the last 30 years.""",oped,"January 5, 2014",https://www.politifact.com/factchecks/2014/jan/20/william-howell/speaker-howell-says-virginias-medicaid-costs-are-1/
1090,true,Nicholas Gorham,"The General Assembly ""has no explicit constitutional authority to impose income, sales, estate and the myriad of other taxes upon us.""",newspaper commentary,"December 30, 2013",https://www.politifact.com/factchecks/2014/jan/19/nicholas-gorham/former-ri-rep-nicholas-gorham-says-state-general-a/
1091,true,Barack Obama,"""For the first time in nearly two decades, we produce more oil here in the United States than we buy from the rest of the world.""",speech at North CarolinState University,"January 16, 2014",https://www.politifact.com/factchecks/2014/jan/17/barack-obama/obama-says-us-produces-more-oil-it-imports-first-t/
1092,true,Mike Scott,"""Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress.""",Facebook post,"January 11, 2014",https://www.politifact.com/factchecks/2014/jan/15/mike-scott/sheriff-says-trey-radels-cocaine-conviction-means-/
1093,true,Chris Murphy,"""Only 3 percent of voters 18 to 34 don't believe that climate change is really happening.""",remarks at news conference,"January 15, 2014",https://www.politifact.com/factchecks/2014/jan/15/chris-murphy/sen-chris-murphy-says-just-3-percent-voters-dont-b/
1094,true,Joseph Cryan,"""What do Rutgers University, Kean University, Montclair State University, New Jersey City University, Stockton College, Rowan University and William Paterson all have in common? They all graduate less than 50 percent of their students within four years.""",Assembly session,"December 19, 2013",https://www.politifact.com/factchecks/2014/jan/12/joseph-cryan/joe-cryan-claims-four-year-graduation-rate-7-unive/
1095,true,Paul Ryan,"Members of the military don’t ""contribute toward their pension.""",interview,"December 19, 2013",https://www.politifact.com/factchecks/2014/jan/12/paul-ryan/do-members-military-unlike-other-federal-employees/
1096,true,Jake Tapper,"""The Obama administration has used the Espionage Act to go after whistleblowers who leaked to journalists ... more than all previous administrations combined.""",broadcast of CNNs The Lead with Jake Tapper,"January 2, 2014",https://www.politifact.com/factchecks/2014/jan/10/jake-tapper/cnns-tapper-obama-has-used-espionage-act-more-all-/
1097,true,Atlanta Police Foundation,"""Crime in Atlanta is down 18 percent since 2009.""",flier to supporters,"December 17, 2013",https://www.politifact.com/factchecks/2014/jan/10/atlanta-police-foundation/police-foundation-target/
1098,true,Gene Sperling,"""Our economy still has three people looking for every job (opening).""",interview,"January 5, 2014",https://www.politifact.com/factchecks/2014/jan/07/gene-sperling/there-are-3-unemployed-people-every-job-opening-ob/
1099,true,"Eddie Lucio, Jr.",Nearly 40 percent of his McAllen-area constituents suffer from obesity.,remarks at Southern Obesity Summit,"November 18, 2013",https://www.politifact.com/factchecks/2014/jan/07/eddie-lucio-jr/surveys-find-mcallen-region-most-obese-among-large/
1100,true,Neera Tanden,"""Forty percent of the country is going to be in states that are tolerant of gay marriage or at least civil unions.""",panel discussion,"December 29, 2013",https://www.politifact.com/factchecks/2014/jan/05/neera-tanden/head-liberal-think-tank-says-four-10-americans-liv/
1101,true,Carol Shea-Porter,"""Granite Staters who hold individual policies from Anthem...can indeed renew their policies and keep their current doctors and hospitals"" in 2014.",press release,"December 10, 2013",https://www.politifact.com/factchecks/2014/jan/03/carol-shea-porter/carol-shea-porter-says-people-nh-can-keep-their-cu/
1102,true,Kimberly Nelson,"""The commission form of government is definitely losing favor in the United States.""",meeting,"December 3, 2013",https://www.politifact.com/factchecks/2013/dec/31/kimberly-nelson/commission-form-statement-true/
1103,true,Jeff Merkley,"""60 percent of the jobs lost in the 2008 recession were living-wage jobs. Of the jobs we’ve gotten back, only 40 percent are living-wage.""",talk to HumServices Coalition of Oregon,"December 4, 2013",https://www.politifact.com/factchecks/2013/dec/20/jeff-merkley/have-far-fewer-living-wage-jobs-come-back-were-los/
1104,true,Kathleen Sebelius,"""Texas has the highest rate of uninsured in the nation. ... And there are more uninsured children in Texas than in any other state.""",opinion column,"December 15, 2013",https://www.politifact.com/factchecks/2013/dec/19/kathleen-sebelius/texas-has-highest-uninsured-rate-and-most-uninsure/
1105,true,Peter Orszag,"""Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year.""",interview,"December 15, 2013",https://www.politifact.com/factchecks/2013/dec/18/peter-orszag/peter-orszag-says-medicare-spending-has-actually-f/
1106,true,Pam Bondi,"""Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.""",initial brief to FloridSupreme Court,"October 24, 2013",https://www.politifact.com/factchecks/2013/dec/17/pam-bondi/pam-bondi-says-medical-marijuana-illegal-under-fed/
1107,true,Mark Obenshain,"""Of the four statewide races this century within a 300-vote margin, three have been overturned in a recount.""",statement,"November 27, 2013",https://www.politifact.com/factchecks/2013/dec/17/mark-obenshain/obenshain-says-vote-recounts-have-reversed-3-4-clo/
1108,true,Bob Schieffer,"Iran President Hassan ""Rouhani has more Cabinet members with Ph.D.s from American universities"" than members of Barack Obama’s Cabinet.",comments at forum at Center for Strategic International Studies,"December 9, 2013",https://www.politifact.com/factchecks/2013/dec/16/bob-schieffer/bob-schieffer-says-iran-president-hassan-rouhani-h/
1109,true,Howard Fineman,"Says Rep. Steve Stockman ""basically wants gun-filled zones in schools.""",comments,"December 10, 2013",https://www.politifact.com/factchecks/2013/dec/13/howard-fineman/howard-fineman-steve-stockman-wants-gun-filled-sch/
1110,true,Loretta Weinberg,"""We pay among the highest tolls in the nation for the privilege of crossing that bridge.""",interview,"November 14, 2013",https://www.politifact.com/factchecks/2013/dec/08/loretta-weinberg/loretta-weinberg-says-george-washington-bridge-tol/
1111,true,One Wisconsin Now,"""The Walton family, which owns Wal-Mart, controls a fortune equal to the wealth of the bottom 42 percent of Americans combined.""",email,"November 27, 2013",https://www.politifact.com/factchecks/2013/dec/08/one-wisconsin-now/just-how-wealthy-wal-mart-walton-family/
1112,true,Debra Medina,"""At present spending levels, only citizens of New York have a greater local debt burden than Texans.""",press release,"December 13, 2013",https://www.politifact.com/factchecks/2013/dec/06/debra-medina/texas-near-top-local-debt-capita/
1113,true,Barack Obama,"""By the time she turns 3 years old, a child born into a low-income home hears 30 million fewer words than a child from a well-off family.""",speech,"December 4, 2013",https://www.politifact.com/factchecks/2013/dec/05/barack-obama/obama-says-children-low-income-families-hear-30-mi/
1114,true,Timothy Dolan,"""We, the bishops of the United States -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care.""",interview,"December 1, 2013",https://www.politifact.com/factchecks/2013/dec/04/timothy-dolan/us-bishops-have-supported-universal-health-care-19/
1115,true,Marco Rubio,"""Just days ago, Iran's Supreme Leader (Ali) Khamenei, who will oversee implementation of this agreement, was calling Israel a 'rabid dog' and accusing the United States of war crimes.""",press release,"November 23, 2013",https://www.politifact.com/factchecks/2013/nov/27/marco-rubio/iranian-official-called-israel-rabid-dog-accused-u/
1116,true,Marco Rubio,"""I did not support the sequester.""",speech at AmericEnterprise Institute,"November 20, 2013",https://www.politifact.com/factchecks/2013/nov/26/marco-rubio/marco-rubio-says-he-never-supported-sequester/
1117,true,Senfronia Thompson,"""Macy's sent a letter to Rick Perry urging him to veto"" equal pay bill.",email blast from Progress Texas,"November 20, 2013",https://www.politifact.com/factchecks/2013/nov/25/senfronia-thompson/macys-other-retailers-asked-rick-perry-veto-equal-/
1118,true,Matthew Dowd,"""Harry Reid was against (the nuclear option) before he was for it. Mitch McConnell was for it before he was against it. President Obama was against it before he was for it.""",comments,"November 24, 2013",https://www.politifact.com/factchecks/2013/nov/24/matthew-dowd/matthew-dowd-says-barack-obama-harry-reid-and-mit/
1119,true,City of Austin,"""Nearly 20% of our residents"" are born abroad.",press release,"November 8, 2013",https://www.politifact.com/factchecks/2013/nov/20/city-austin/20-austinites-foreign-born-mostly-mexico-asian-nat/
1120,true,Allan Levene,Says there’s no language in the U.S. Constitution that prevents someone from running for Congress simultaneously in multiple states.,article,"November 2, 2013",https://www.politifact.com/factchecks/2013/nov/20/allan-levene/candidate-planning-run-congress-four-states/
1121,true,Jan Schakowsky,"The United States ""has never been richer, if you look at per capita GDP.""",interview,"November 12, 2013",https://www.politifact.com/factchecks/2013/nov/18/jan-schakowsky/schakowsky-said-based-gdp-capita-united-states-has/
1122,true,Kelly Ayotte,"The deficit this year could pay ""all of the 2013 salaries of every professional baseball player for the next 248 years.""",town hall meeting,"October 24, 2013",https://www.politifact.com/factchecks/2013/nov/18/kelly-ayotte/ayotte-compares-size-federal-deficit-baseball-sala/
1123,true,Chris Christie,"Says New Jersey has gained ""143,000 new private-sector jobs.""",interviews,"November 10, 2013",https://www.politifact.com/factchecks/2013/nov/17/chris-christie/chris-christie-claims-states-gained-143000-new-pri/
1124,true,Lynn Westmoreland,"""I have returned money every year since taking office.""",article,"October 16, 2013",https://www.politifact.com/factchecks/2013/nov/15/lynn-westmoreland/westmoreland-says-hes-no-big-spender/
1125,true,Scott Walker,"""During my eight years as county executive, we cut the number of county workers by 20 percent.""",book,"November 13, 2013",https://www.politifact.com/factchecks/2013/nov/14/scott-walker/gov-scott-walker-says-he-cut-staffing-20-percent-d/
1126,true,Jeff Merkley,Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.,newspaper article,"November 4, 2013",https://www.politifact.com/factchecks/2013/nov/13/jeff-merkley/has-new-health-care-law-helped-oregon-reduce-numbe/
1127,true,Steve Israel,"""Things went wrong with the Medicare prescription D plan that George Bush rolled out.""",interview,"November 6, 2013",https://www.politifact.com/factchecks/2013/nov/13/steve-israel/medicare-part-d-and-obamacare-health-care-gov/
1128,true,Charlotte Nash,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,interview,"October 22, 2013",https://www.politifact.com/factchecks/2013/nov/11/charlotte-nash/gwinnett-chairwomans-splost-savings-claim-makes-se/
1129,true,George Will,Says 18 states and the District of Columbia have voted Democratic in six consecutive presidential elections.,comments,"November 10, 2013",https://www.politifact.com/factchecks/2013/nov/10/george-will/george-will-paints-dire-electoral-picture-gop-says/
